,timeMin,timeSec,x,y,team_name,playerName,label,date,typeId,assist,sequence_duration,sequenceId,sequence_xG,5.0,6.0,9.0,24.0,25.0,26.0,107.0,321.0,322.0,match_state,distance to opp goal,possession_index,start_possession_distance
198,14,41,89.6,19.1,B 93,J. Voldby,B 93 vs Esbjerg,2024-10-04,1,,8,55.0,0.0686752274632453,nan,nan,none,nan,nan,nan,nan,,,draw,32.60322069980204,1.0,32.60322069980204
199,14,42,80.0,9.2,B 93,M. Mouritz,B 93 vs Esbjerg,2024-10-04,1,,8,55.0,0.0686752274632453,nan,nan,none,nan,nan,nan,nan,,,draw,45.43830982772136,2.0,32.60322069980204
200,14,45,83.8,25.1,B 93,O. Jakobsen,B 93 vs Esbjerg,2024-10-04,3,,8,55.0,0.0686752274632453,nan,nan,none,nan,nan,nan,nan,,,draw,29.706059987820666,3.0,32.60322069980204
201,14,49,84.2,34.5,B 93,O. Jakobsen,B 93 vs Esbjerg,2024-10-04,13,,8,55.0,0.0686752274632453,nan,nan,none,nan,nan,nan,nan,0.0686752274632453,0.0,draw,22.13345883498555,4.0,32.60322069980204
223,16,45,60.2,19.2,Esbjerg,Y. Bourhane,B 93 vs Esbjerg,2024-10-04,7,,6,64.0,0.2579378485679626,nan,nan,none,nan,nan,nan,nan,,,draw,50.32573894142042,1.0,50.32573894142042
224,16,47,60.9,24.2,Esbjerg,Y. Bourhane,B 93 vs Esbjerg,2024-10-04,1,,6,64.0,0.2579378485679626,nan,nan,none,nan,nan,nan,nan,,,draw,46.84495703915204,2.0,50.32573894142042
225,16,50,91.1,22.4,Esbjerg,L. From,B 93 vs Esbjerg,2024-10-04,1,1.0,6,64.0,0.2579378485679626,nan,nan,none,nan,nan,nan,nan,,,draw,28.999482754007875,3.0,50.32573894142042
226,16,51,93.1,51.2,Esbjerg,L. Montano,B 93 vs Esbjerg,2024-10-04,16,,6,64.0,0.2579378485679626,nan,nan,none,nan,nan,nan,nan,0.2579378485679626,0.7479685544967651,draw,7.003570517957257,4.0,50.32573894142042
333,26,45,92.9,45.1,Esbjerg,Y. Bourhane,B 93 vs Esbjerg,2024-10-04,16,,0,92.0,0.2073721885681152,nan,nan,none,nan,nan,nan,nan,0.2073721885681152,0.329316645860672,Esbjerg,8.626702730475873,1.0,8.626702730475873
413,33,27,82.6,44.2,B 93,O. Jakobsen,B 93 vs Esbjerg,2024-10-04,15,,0,114.0,0.0477276593446731,nan,nan,none,nan,nan,nan,nan,0.0477276593446731,0.0,Esbjerg,18.341210428976606,1.0,18.341210428976606
437,36,37,75.0,57.2,B 93,O. Jakobsen,B 93 vs Esbjerg,2024-10-04,3,,2,122.0,0.0569521002471447,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,26.0161488310626,1.0,26.0161488310626
438,36,39,79.3,58.7,B 93,O. Jakobsen,B 93 vs Esbjerg,2024-10-04,15,,2,122.0,0.0569521002471447,nan,nan,none,nan,nan,nan,nan,0.0569521002471447,0.0,Esbjerg,22.45395288139708,2.0,26.0161488310626
468,39,34,71.5,10.3,B 93,L. Henriksen,B 93 vs Esbjerg,2024-10-04,1,,7,134.0,0.0181773155927658,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,48.87064558607754,1.0,48.87064558607754
469,39,36,74.7,42.5,B 93,O. Addo,B 93 vs Esbjerg,2024-10-04,1,,7,134.0,0.0181773155927658,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,26.388254963146007,2.0,48.87064558607754
470,39,37,86.5,66.7,B 93,G. Højbjerg,B 93 vs Esbjerg,2024-10-04,1,,7,134.0,0.0181773155927658,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,21.474170531128788,3.0,48.87064558607754
471,39,41,77.8,34.3,B 93,L. Henriksen,B 93 vs Esbjerg,2024-10-04,13,,7,134.0,0.0181773155927658,nan,nan,none,nan,nan,nan,nan,0.0181773155927658,0.0,Esbjerg,27.190623383806415,4.0,48.87064558607754
490,42,26,63.5,29.8,Esbjerg,N. Strunck,B 93 vs Esbjerg,2024-10-04,8,,2,142.0,0.1511465609073639,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,41.71678319333839,1.0,41.71678319333839
491,42,28,88.9,40.9,Esbjerg,L. From,B 93 vs Esbjerg,2024-10-04,15,,2,142.0,0.1511465609073639,nan,nan,none,nan,nan,nan,nan,0.1511465609073639,0.3614245653152466,Esbjerg,14.353396810511438,2.0,41.71678319333839
565,50,51,66.6,22.1,Esbjerg,J. Mortensen,B 93 vs Esbjerg,2024-10-04,8,,3,177.0,0.0395269393920898,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,43.519765624368894,1.0,43.519765624368894
566,50,52,66.9,23.2,Esbjerg,J. Mortensen,B 93 vs Esbjerg,2024-10-04,49,,3,177.0,0.0395269393920898,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,42.589317909541585,2.0,43.519765624368894
567,50,54,83.2,33.2,Esbjerg,J. Mortensen,B 93 vs Esbjerg,2024-10-04,15,,3,177.0,0.0395269393920898,nan,nan,none,nan,nan,nan,nan,0.0395269393920898,0.0166407320648431,Esbjerg,23.758787847867993,3.0,43.519765624368894
587,52,48,50.9,26.2,Esbjerg,Y. Bourhane,B 93 vs Esbjerg,2024-10-04,49,,7,186.0,0.1750825047492981,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,54.56418239101544,1.0,54.56418239101544
588,52,49,51.1,25.0,Esbjerg,Y. Bourhane,B 93 vs Esbjerg,2024-10-04,1,,7,186.0,0.1750825047492981,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,54.9200327749356,2.0,54.56418239101544
589,52,52,62.8,40.6,Esbjerg,A. Lausen,B 93 vs Esbjerg,2024-10-04,1,,7,186.0,0.1750825047492981,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,38.36925852814985,3.0,54.56418239101544
590,52,55,87.6,55.5,Esbjerg,T. Freriks,B 93 vs Esbjerg,2024-10-04,13,,7,186.0,0.1750825047492981,nan,nan,none,nan,nan,nan,nan,0.1750825047492981,0.0,Esbjerg,13.565028566132845,4.0,54.56418239101544
598,54,0,56.8,28.0,B 93,N. Thomsen,B 93 vs Esbjerg,2024-10-04,1,,8,189.0,0.0417910143733024,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,48.47927392195556,1.0,48.47927392195556
599,54,1,61.9,21.5,B 93,N. Morberg,B 93 vs Esbjerg,2024-10-04,1,,8,189.0,0.0417910143733024,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,47.5800378310064,2.0,48.47927392195556
600,54,3,61.7,38.2,B 93,J. Voldby,B 93 vs Esbjerg,2024-10-04,1,,8,189.0,0.0417910143733024,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,40.076551747873715,3.0,48.47927392195556
601,54,8,77.4,56.3,B 93,O. Addo,B 93 vs Esbjerg,2024-10-04,15,,8,189.0,0.0417910143733024,nan,nan,none,nan,nan,nan,nan,0.0417910143733024,0.0,Esbjerg,23.461670869739855,4.0,48.47927392195556
615,56,55,75.2,54.2,Esbjerg,N. Strunck,B 93 vs Esbjerg,2024-10-04,1,,2,197.0,0.0967104583978653,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,25.15313101782758,1.0,25.15313101782758
616,56,57,81.3,80.7,Esbjerg,A. Troelsen,B 93 vs Esbjerg,2024-10-04,1,1.0,2,197.0,0.0967104583978653,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,35.94690529099828,2.0,25.15313101782758
617,56,57,93.0,35.0,Esbjerg,T. Freriks,B 93 vs Esbjerg,2024-10-04,16,,2,197.0,0.0967104583978653,nan,nan,none,nan,nan,nan,nan,0.0967104583978653,0.1317349374294281,Esbjerg,16.55294535724685,3.0,25.15313101782758
694,67,16,75.8,69.3,Esbjerg,A. Troelsen,B 93 vs Esbjerg,2024-10-04,49,,4,225.0,0.4783702492713928,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,30.95367506452182,1.0,30.95367506452182
695,67,20,89.8,50.2,Esbjerg,A. Troelsen,B 93 vs Esbjerg,2024-10-04,16,,4,225.0,0.4783702492713928,nan,nan,none,nan,nan,nan,nan,0.4783702492713928,0.3893114328384399,Esbjerg,10.201960595885483,2.0,30.95367506452182
943,93,12,92.4,12.1,Esbjerg,J. Mortensen,B 93 vs Esbjerg,2024-10-04,1,,6,281.0,0.1425919830799102,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,38.65449521077723,1.0,38.65449521077723
944,93,13,81.4,22.6,Esbjerg,A. Lausen,B 93 vs Esbjerg,2024-10-04,1,,6,281.0,0.1425919830799102,nan,nan,none,nan,nan,nan,nan,,,Esbjerg,33.11676312685163,2.0,38.65449521077723
945,93,18,85.7,48.1,Esbjerg,P. Bjur,B 93 vs Esbjerg,2024-10-04,13,,6,281.0,0.1425919830799102,nan,nan,none,nan,nan,nan,nan,0.1425919830799102,0.0,Esbjerg,14.425671561490644,3.0,38.65449521077723
1439,1,24,63.0,66.1,Fredericia,D. Kristjánsson,B 93 vs Fredericia,2024-11-08,1,,4,5.0,0.2855134010314941,nan,nan,none,nan,nan,nan,nan,,,draw,40.3510842481339,1.0,40.3510842481339
1440,1,25,71.5,48.1,Fredericia,J. Lindekilde,B 93 vs Fredericia,2024-11-08,1,1.0,4,5.0,0.2855134010314941,nan,nan,none,nan,nan,nan,nan,,,draw,28.563263118908527,2.0,40.3510842481339
1441,1,28,86.0,55.9,Fredericia,A. Bøndergaard,B 93 vs Fredericia,2024-11-08,16,,4,5.0,0.2855134010314941,nan,nan,none,nan,nan,nan,nan,0.2855134010314941,0.4067544341087341,draw,15.192432326655267,3.0,40.3510842481339
1535,7,55,76.6,61.7,Fredericia,G. Marcussen,B 93 vs Fredericia,2024-11-08,15,,0,28.0,0.0386698730289936,nan,nan,none,nan,nan,nan,nan,0.0386698730289936,0.0,Fredericia,26.161995336747548,1.0,26.161995336747548
1536,7,58,84.7,45.0,Fredericia,J. Lindekilde,B 93 vs Fredericia,2024-11-08,15,,0,29.0,0.1329906731843948,nan,nan,none,nan,nan,nan,nan,0.1329906731843948,0.0,Fredericia,16.096272860510282,1.0,16.096272860510282
1585,10,36,79.7,38.8,Fredericia,A. Dahl,B 93 vs Fredericia,2024-11-08,15,,0,40.0,0.037760391831398,nan,nan,none,nan,nan,nan,nan,0.037760391831398,0.0,Fredericia,23.18469322635087,1.0,23.18469322635087
1734,19,42,44.1,63.8,Fredericia,F. Winther,B 93 vs Fredericia,2024-11-08,7,,8,69.0,0.0618706010282039,nan,nan,none,nan,nan,nan,nan,,,Fredericia,57.578207683115664,1.0,57.578207683115664
1735,19,45,56.5,63.4,Fredericia,G. Marcussen,B 93 vs Fredericia,2024-11-08,49,,8,69.0,0.0618706010282039,nan,nan,none,nan,nan,nan,nan,,,Fredericia,45.51713962893538,2.0,57.578207683115664
1736,19,45,56.5,63.4,Fredericia,G. Marcussen,B 93 vs Fredericia,2024-11-08,1,,8,69.0,0.0618706010282039,nan,nan,none,nan,nan,nan,nan,,,Fredericia,45.51713962893538,3.0,57.578207683115664
1737,19,50,87.0,70.5,Fredericia,A. Muçolli,B 93 vs Fredericia,2024-11-08,15,,8,69.0,0.0618706010282039,nan,nan,none,nan,nan,nan,nan,0.0618706010282039,0.0,Fredericia,24.27447218787671,4.0,57.578207683115664
1810,26,59,81.8,54.0,Fredericia,G. Marcussen,B 93 vs Fredericia,2024-11-08,15,,0,87.0,0.042388129979372,nan,nan,none,nan,nan,nan,nan,0.042388129979372,0.0,Fredericia,18.634376834227652,1.0,18.634376834227652
1836,30,44,71.6,78.5,Fredericia,A. Muçolli,B 93 vs Fredericia,2024-11-08,49,,3,99.0,0.0231248810887336,nan,nan,none,nan,nan,nan,nan,,,Fredericia,40.2344379853876,1.0,40.2344379853876
1837,30,47,79.6,68.8,Fredericia,A. Muçolli,B 93 vs Fredericia,2024-11-08,13,,3,99.0,0.0231248810887336,nan,nan,none,nan,nan,nan,nan,0.0231248810887336,0.0,Fredericia,27.741665415039524,2.0,40.2344379853876
1892,37,58,88.1,64.5,Fredericia,O. Buch,B 93 vs Fredericia,2024-11-08,15,,0,117.0,0.1033489555120468,nan,nan,none,nan,nan,nan,nan,0.1033489555120468,0.2263695299625396,Fredericia,18.757931655702347,1.0,18.757931655702347
1910,40,56,86.9,53.8,B 93,N. Thomsen,B 93 vs Fredericia,2024-11-08,15,,0,126.0,0.0848134085536003,nan,nan,none,nan,nan,nan,nan,0.0848134085536003,0.0,Fredericia,13.64001466274871,1.0,13.64001466274871
1943,42,44,85.8,41.5,Fredericia,A. Bøndergaard,B 93 vs Fredericia,2024-11-08,15,,0,135.0,0.4083088934421539,nan,nan,none,nan,nan,nan,nan,0.4083088934421539,0.9508341550827026,Fredericia,16.549622352186773,1.0,16.549622352186773
2047,48,18,24.1,80.5,B 93,E. Christensen,B 93 vs Fredericia,2024-11-08,1,,11,170.0,0.3845649659633636,nan,nan,none,nan,nan,nan,nan,,,Fredericia,81.79889974810176,1.0,81.79889974810176
2048,48,19,31.0,72.3,B 93,M. Wohlgemuth,B 93 vs Fredericia,2024-11-08,1,,11,170.0,0.3845649659633636,nan,nan,none,nan,nan,nan,nan,,,Fredericia,72.51406760070766,2.0,81.79889974810176
2049,48,26,76.0,55.1,B 93,N. Thomsen,B 93 vs Fredericia,2024-11-08,1,,11,170.0,0.3845649659633636,nan,nan,none,nan,nan,nan,nan,,,Fredericia,24.535892076710805,3.0,81.79889974810176
2050,48,29,94.3,60.9,B 93,O. Addo,B 93 vs Fredericia,2024-11-08,15,,11,170.0,0.3845649659633636,nan,nan,none,nan,nan,nan,nan,0.3845649659633636,0.7510306239128113,Fredericia,12.300406497347964,4.0,81.79889974810176
2051,48,57,12.9,75.0,Fredericia,D. Kristjánsson,B 93 vs Fredericia,2024-11-08,49,,9,172.0,0.1285093426704406,nan,nan,none,nan,nan,nan,nan,,,Fredericia,90.61683066627303,1.0,90.61683066627303
2052,48,58,20.1,84.7,Fredericia,D. Kristjánsson,B 93 vs Fredericia,2024-11-08,1,,9,172.0,0.1285093426704406,nan,nan,none,nan,nan,nan,nan,,,Fredericia,87.10970095230498,2.0,90.61683066627303
2053,49,3,66.4,86.5,Fredericia,A. Muçolli,B 93 vs Fredericia,2024-11-08,1,,9,172.0,0.1285093426704406,nan,nan,none,nan,nan,nan,nan,,,Fredericia,49.61058354827122,3.0,90.61683066627303
2054,49,6,89.2,63.2,Fredericia,A. Bøndergaard,B 93 vs Fredericia,2024-11-08,13,,9,172.0,0.1285093426704406,nan,nan,none,nan,nan,nan,nan,0.1285093426704406,0.0,Fredericia,17.055204484262273,4.0,90.61683066627303
2071,50,13,30.1,41.9,B 93,E. Nnamani,B 93 vs Fredericia,2024-11-08,1,,10,177.0,0.0220185257494449,nan,nan,none,nan,nan,nan,nan,,,Fredericia,70.36774829422923,1.0,70.36774829422923
2072,50,23,93.1,25.3,B 93,O. Jakobsen,B 93 vs Fredericia,2024-11-08,15,,10,177.0,0.0220185257494449,nan,nan,none,nan,nan,nan,nan,0.0220185257494449,0.0172368232160806,Fredericia,25.645662401271682,2.0,70.36774829422923
2204,60,29,24.1,44.2,Fredericia,G. Marcussen,B 93 vs Fredericia,2024-11-08,49,,10,213.0,0.0446568094193935,nan,nan,none,nan,nan,nan,nan,,,Fredericia,76.1212848026096,1.0,76.1212848026096
2205,60,35,76.0,54.2,Fredericia,G. Marcussen,B 93 vs Fredericia,2024-11-08,1,,10,213.0,0.0446568094193935,nan,nan,none,nan,nan,nan,nan,,,Fredericia,24.364728605096342,2.0,76.1212848026096
2206,60,39,94.6,66.4,Fredericia,A. Muçolli,B 93 vs Fredericia,2024-11-08,15,,10,213.0,0.0446568094193935,nan,nan,none,nan,nan,nan,nan,0.0446568094193935,0.0,Fredericia,17.266151858477333,3.0,76.1212848026096
2207,60,42,98.8,48.8,Fredericia,O. Buch,B 93 vs Fredericia,2024-11-08,16,,0,214.0,0.9741644263267516,nan,nan,none,nan,nan,nan,nan,0.9741644263267516,0.9807703495025636,Fredericia,1.697056274847718,1.0,1.697056274847718
2233,63,10,76.3,57.0,Fredericia,G. Marcussen,B 93 vs Fredericia,2024-11-08,15,,0,219.0,0.0309148635715246,nan,nan,none,nan,nan,nan,nan,0.0309148635715246,0.0,Fredericia,24.712142764236376,1.0,24.712142764236376
2234,63,11,91.7,49.5,Fredericia,O. Buch,B 93 vs Fredericia,2024-11-08,13,,0,220.0,0.3088172078132629,nan,nan,none,nan,nan,nan,nan,0.3088172078132629,0.0,Fredericia,8.31504660239496,1.0,8.31504660239496
2256,65,50,74.6,34.6,B 93,L. Henriksen,B 93 vs Fredericia,2024-11-08,44,,5,222.0,0.0182439927011728,nan,nan,none,nan,nan,nan,nan,,,Fredericia,29.7038718015009,1.0,29.7038718015009
2257,65,51,77.2,39.8,B 93,L. Henriksen,B 93 vs Fredericia,2024-11-08,1,,5,222.0,0.0182439927011728,nan,nan,none,nan,nan,nan,nan,,,Fredericia,24.97758995579838,2.0,29.7038718015009
2258,65,54,85.6,42.5,B 93,S. Koch,B 93 vs Fredericia,2024-11-08,1,,5,222.0,0.0182439927011728,nan,nan,none,nan,nan,nan,nan,,,Fredericia,16.236070953281775,3.0,29.7038718015009
2259,65,55,79.3,36.9,B 93,M. Mouritz,B 93 vs Fredericia,2024-11-08,13,,5,222.0,0.0182439927011728,nan,nan,none,nan,nan,nan,nan,0.0182439927011728,0.0,Fredericia,24.496938584239462,4.0,29.7038718015009
2262,66,27,61.8,69.3,Fredericia,W. Madsen,B 93 vs Fredericia,2024-11-08,1,,3,224.0,0.170932337641716,nan,nan,none,nan,nan,nan,nan,,,Fredericia,42.798714933979035,1.0,42.798714933979035
2263,66,29,70.1,82.6,Fredericia,A. Muçolli,B 93 vs Fredericia,2024-11-08,1,1.0,3,224.0,0.170932337641716,nan,nan,none,nan,nan,nan,nan,,,Fredericia,44.235393069351154,2.0,42.798714933979035
2264,66,30,94.8,65.0,Fredericia,A. Bøndergaard,B 93 vs Fredericia,2024-11-08,16,,3,224.0,0.170932337641716,nan,nan,none,nan,nan,nan,nan,0.170932337641716,0.2398814111948013,Fredericia,15.875767697972908,3.0,42.798714933979035
2283,68,17,98.1,45.4,Fredericia,J. Jessen,B 93 vs Fredericia,2024-11-08,15,,0,230.0,0.3733293116092682,nan,nan,none,nan,nan,nan,nan,0.3733293116092682,0.8724207282066345,Fredericia,4.976946855251725,1.0,4.976946855251725
2313,72,46,30.1,64.3,Fredericia,D. Haarbo,B 93 vs Fredericia,2024-11-08,1,,3,246.0,0.1841430515050888,nan,nan,none,nan,nan,nan,nan,,,Fredericia,71.34773997822217,1.0,71.34773997822217
2314,72,49,85.0,56.5,Fredericia,A. Muçolli,B 93 vs Fredericia,2024-11-08,15,,3,246.0,0.1841430515050888,nan,nan,none,nan,nan,nan,nan,0.1841430515050888,0.3761503994464874,Fredericia,16.347782724271816,2.0,71.34773997822217
2440,84,55,89.2,56.2,Fredericia,D. Haarbo,B 93 vs Fredericia,2024-11-08,16,,0,286.0,0.2086084485054016,nan,nan,none,nan,nan,nan,nan,0.2086084485054016,0.1761786788702011,Fredericia,12.453112060846477,1.0,12.453112060846477
2485,89,39,43.3,7.8,B 93,J. Egeris,B 93 vs Fredericia,2024-11-08,7,,6,296.0,0.0193652734160423,nan,nan,none,nan,nan,nan,nan,,,Fredericia,70.68047821004043,1.0,70.68047821004043
2486,89,41,62.9,12.8,B 93,S. Koch,B 93 vs Fredericia,2024-11-08,49,,6,296.0,0.0193652734160423,nan,nan,none,nan,nan,nan,nan,,,Fredericia,52.53808142671371,2.0,70.68047821004043
2487,89,43,71.6,23.9,B 93,S. Koch,B 93 vs Fredericia,2024-11-08,1,,6,296.0,0.0193652734160423,nan,nan,none,nan,nan,nan,nan,,,Fredericia,38.57162169263823,3.0,70.68047821004043
2488,89,45,70.3,47.2,B 93,F. Isaki,B 93 vs Fredericia,2024-11-08,15,,6,296.0,0.0193652734160423,nan,nan,none,nan,nan,nan,nan,0.0193652734160423,0.016968447715044,Fredericia,29.83169455461758,4.0,70.68047821004043
2491,90,40,77.3,60.5,B 93,F. Isaki,B 93 vs Fredericia,2024-11-08,49,,4,299.0,0.0135176694020628,nan,nan,none,nan,nan,nan,nan,,,Fredericia,25.01079766820723,1.0,25.01079766820723
2492,90,44,72.0,57.6,B 93,F. Isaki,B 93 vs Fredericia,2024-11-08,15,,4,299.0,0.0135176694020628,nan,nan,none,nan,nan,nan,nan,0.0135176694020628,0.0,Fredericia,29.013100489261742,2.0,25.01079766820723
2509,91,26,72.2,49.7,B 93,N. Thomsen,B 93 vs Fredericia,2024-11-08,15,,0,303.0,0.0133309671655297,nan,nan,none,nan,nan,nan,nan,0.0133309671655297,0.0,Fredericia,27.801618657912705,1.0,27.801618657912705
2952,0,10,71.5,40.3,B 93,M. Mouritz,B 93 vs HB Køge,2025-03-07,13,,0,3.0,0.0120795583352446,nan,nan,none,nan,nan,nan,nan,0.0120795583352446,0.0,draw,30.105481228507212,1.0,30.105481228507212
3064,11,33,64.9,47.8,B 93,N. Thomsen,B 93 vs HB Køge,2025-03-07,1,,4,46.0,0.0340567342936992,nan,nan,none,nan,nan,nan,nan,,,draw,35.16887828748593,1.0,35.16887828748593
3065,11,35,78.6,56.3,B 93,V. Hammershøy-Mistrati,B 93 vs HB Køge,2025-03-07,44,,4,46.0,0.0340567342936992,nan,nan,none,nan,nan,nan,nan,,,draw,22.308070288574946,2.0,35.16887828748593
3066,11,36,80.7,51.3,B 93,V. Hammershøy-Mistrati,B 93 vs HB Køge,2025-03-07,1,,4,46.0,0.0340567342936992,nan,nan,none,nan,nan,nan,nan,,,draw,19.343732835210474,3.0,35.16887828748593
