sequence_id,receiver_Uuid,receiver_name,receiver_position,game_id,match_id,team_name,period,poss_player_Uuid,poss_player_name,poss_player_position,deep_run_opportunity,deep_run,pass_received,Low base,High base,Width,Pocket,num_teammates_in_box,poss_in_assist_zone,option_between_lines,time_on_ball,gameclock_first,gameclock_last,timemin_first,timemin_last,timesec_first,timesec_last,possessor_x,possessor_y,receiver_x,receiver_y,local_date,description
1,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,GK,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,EFB,1,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,LCM,False,False,False,False,False,False,False,0,False,False,False,8.92,8.92,0,0,8,8,26.04,14.26,48.14,1.98,2025-07-20,Esbjerg vs Lyngby
1,5sha6xhovfmuzd7rolx1om39w,J. Lucena,RF,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,EFB,1,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,LCM,False,False,False,False,False,False,False,0,False,False,False,8.92,8.92,0,0,8,8,26.04,14.26,8.08,13.32,2025-07-20,Esbjerg vs Lyngby
1,6hmsrr08cllpl4iumu92zskbt,L. From,LM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,EFB,1,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,LCM,False,False,False,False,False,False,False,0,False,False,False,8.92,8.92,0,0,8,8,26.04,14.26,23.02,-1.98,2025-07-20,Esbjerg vs Lyngby
1,6m4anciafmzc24s44xszymbc9,P. Bjur,RM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,EFB,1,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,LCM,False,False,True,False,False,False,False,0,False,False,False,8.92,8.92,0,0,8,8,26.04,14.26,24.77,18.51,2025-07-20,Esbjerg vs Lyngby
1,aqc0qritba195wf770gyd1149,A. Skipper,RCB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,EFB,1,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,LCM,False,False,False,False,False,False,False,0,False,False,False,8.92,8.92,0,0,8,8,26.04,14.26,31.07,13.54,2025-07-20,Esbjerg vs Lyngby
1,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,RCM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,EFB,1,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,LCM,False,False,True,False,False,False,False,0,False,False,False,8.92,8.92,0,0,8,8,26.04,14.26,19.37,18.35,2025-07-20,Esbjerg vs Lyngby
1,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,LCB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,EFB,1,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,LCM,False,False,False,False,False,False,False,0,False,False,False,8.92,8.92,0,0,8,8,26.04,14.26,31.84,9.07,2025-07-20,Esbjerg vs Lyngby
1,cod92jjb3qqrg6n1tu15ciwpg,Marcus Hansen,LF,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,EFB,1,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,LCM,False,False,False,False,False,False,False,0,False,False,False,8.92,8.92,0,0,8,8,26.04,14.26,17.23,14.23,2025-07-20,Esbjerg vs Lyngby
1,f5gja2wqjlm60rideia16jpm2,S. Eng Strand,LB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,EFB,1,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,LCM,False,False,False,False,False,False,False,0,False,False,False,8.92,8.92,0,0,8,8,26.04,14.26,32.7,-0.02,2025-07-20,Esbjerg vs Lyngby
1,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,RB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,EFB,1,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,LCM,False,False,False,False,False,False,False,0,False,False,False,8.92,8.92,0,0,8,8,26.04,14.26,31.0,19.87,2025-07-20,Esbjerg vs Lyngby
