sequence_id,receiver_Uuid,receiver_name,receiver_position,game_id,match_id,team_name,period,poss_player_Uuid,poss_player_name,poss_player_position,deep_run_opportunity,deep_run,pass_received,Low base,High base,Width,Pocket,num_teammates_in_box,poss_in_assist_zone,option_between_lines,time_on_ball,gameclock_first,gameclock_last,timemin_first,timemin_last,timesec_first,timesec_last,possessor_x,possessor_y,receiver_x,receiver_y,local_date,description
1,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,RM,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,2cup1vjw8n43kbzzxfflnmplg,J. Singh,LM,True,False,False,False,False,True,False,0,False,False,True,15.52,17.84,0,0,15,17,-7.65,-27.74,-5.28,8.22,2025-07-18,Hvidovre vs B 93
1,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,RCB,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,2cup1vjw8n43kbzzxfflnmplg,J. Singh,LM,True,False,False,False,False,True,False,0,False,False,True,15.52,17.84,0,0,15,17,-7.65,-27.74,9.3,-9.39,2025-07-18,Hvidovre vs B 93
1,4qz1pnlx3d0m5wkhpocl0euj8,A. Ravn,GK,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,2cup1vjw8n43kbzzxfflnmplg,J. Singh,LM,True,False,False,False,False,True,False,0,False,False,True,15.52,17.84,0,0,15,17,-7.65,-27.74,35.55,-5.51,2025-07-18,Hvidovre vs B 93
1,6dzg820946z4848whaa6ny2nd,N. Clausen,LB,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,2cup1vjw8n43kbzzxfflnmplg,J. Singh,LM,True,False,True,False,False,True,False,0,False,False,True,15.52,17.84,0,0,15,17,-7.65,-27.74,7.83,-23.88,2025-07-18,Hvidovre vs B 93
1,9tt9eo9bsff7dp7aqjal1obo4,F. Hogh,LF,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,2cup1vjw8n43kbzzxfflnmplg,J. Singh,LM,True,False,False,False,False,True,False,0,False,False,True,15.52,17.84,0,0,15,17,-7.65,-27.74,-9.28,-21.41,2025-07-18,Hvidovre vs B 93
1,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,LCB,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,2cup1vjw8n43kbzzxfflnmplg,J. Singh,LM,True,False,False,False,False,True,False,0,False,False,True,15.52,17.84,0,0,15,17,-7.65,-27.74,9.93,-19.15,2025-07-18,Hvidovre vs B 93
1,a7eramyy1bd8msxmg84ctc8ut,A. Okosun,LCM,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,2cup1vjw8n43kbzzxfflnmplg,J. Singh,LM,True,False,False,False,False,True,False,0,False,False,True,15.52,17.84,0,0,15,17,-7.65,-27.74,-5.17,-22.0,2025-07-18,Hvidovre vs B 93
1,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,RB,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,2cup1vjw8n43kbzzxfflnmplg,J. Singh,LM,True,False,False,False,False,True,False,0,False,False,True,15.52,17.84,0,0,15,17,-7.65,-27.74,5.85,-3.93,2025-07-18,Hvidovre vs B 93
1,dm6xpphbyyooqriwaambi7njd,F. Krogstad,RCM,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,2cup1vjw8n43kbzzxfflnmplg,J. Singh,LM,True,False,False,False,False,True,False,0,False,False,True,15.52,17.84,0,0,15,17,-7.65,-27.74,3.63,-13.09,2025-07-18,Hvidovre vs B 93
1,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,RF,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,2cup1vjw8n43kbzzxfflnmplg,J. Singh,LM,True,False,False,False,False,True,False,0,False,False,True,15.52,17.84,0,0,15,17,-7.65,-27.74,-10.0,-5.5,2025-07-18,Hvidovre vs B 93
2,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,RM,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,6dzg820946z4848whaa6ny2nd,N. Clausen,LB,False,False,False,True,False,False,False,0,False,False,True,18.72,20.28,0,0,18,20,10.17,-31.42,-8.62,6.66,2025-07-18,Hvidovre vs B 93
2,2cup1vjw8n43kbzzxfflnmplg,J. Singh,LM,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,6dzg820946z4848whaa6ny2nd,N. Clausen,LB,False,False,False,True,False,False,False,0,False,True,True,18.72,20.28,0,0,18,20,10.17,-31.42,-3.61,-32.49,2025-07-18,Hvidovre vs B 93
2,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,RCB,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,6dzg820946z4848whaa6ny2nd,N. Clausen,LB,False,False,False,True,False,False,False,0,False,False,True,18.72,20.28,0,0,18,20,10.17,-31.42,10.11,-9.23,2025-07-18,Hvidovre vs B 93
2,4qz1pnlx3d0m5wkhpocl0euj8,A. Ravn,GK,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,6dzg820946z4848whaa6ny2nd,N. Clausen,LB,False,False,False,True,False,False,False,0,False,False,True,18.72,20.28,0,0,18,20,10.17,-31.42,33.38,-6.46,2025-07-18,Hvidovre vs B 93
2,9tt9eo9bsff7dp7aqjal1obo4,F. Hogh,LF,a9e0dd72-06b7-47d3-ab11-f2153c9720e7,bsnoje72zc76mcdjiutfqzthw,HVI,1,6dzg820946z4848whaa6ny2nd,N. Clausen,LB,False,False,False,True,False,False,False,0,False,False,True,18.72,20.28,0,0,18,20,10.17,-31.42,-13.61,-22.6,2025-07-18,Hvidovre vs B 93
